ownerName,cafeSlug,cafeId,cafeUrl,articleId,subject,nickname,menuName,readCount,likeCount,commentCount,writeDateKst,articleUrl
고구마스틱2 (10개) 1,carelog702,31750106,https://cafe.naver.com/carelog702,3,"헤어에센스 추천, 성분과 사용법부터 오일과 차이까지",,자유게시판,7,0,0,2026-07-02 13:48,https://cafe.naver.com/ca-fe/cafes/31750106/articles/3
고구마스틱2 (10개) 1,carelog702,31750106,https://cafe.naver.com/carelog702,1,건강 생활수첩 카페를 시작합니다.,,자유게시판,0,0,0,2026-07-02 00:12,https://cafe.naver.com/ca-fe/cafes/31750106/articles/1
룰루랄라 2 (12개) 1,habitnote702,31750105,https://cafe.naver.com/habitnote702,13,선풍기 모터와 풍량 날개 소음 기준 고르는 법,,자유게시판,0,0,0,2026-07-02 14:10,https://cafe.naver.com/ca-fe/cafes/31750105/articles/13
룰루랄라 2 (12개) 1,habitnote702,31750105,https://cafe.naver.com/habitnote702,12,"강아지 관절 영양제 성분과 함량, 슬개골 대형견 고르는 법",,자유게시판,1,0,0,2026-07-02 14:09,https://cafe.naver.com/ca-fe/cafes/31750105/articles/12
룰루랄라 2 (12개) 1,habitnote702,31750105,https://cafe.naver.com/habitnote702,11,"강아지 영양제 종류와 연령별 급여 기준, 과다 주의",,자유게시판,2,0,0,2026-07-02 14:09,https://cafe.naver.com/ca-fe/cafes/31750105/articles/11
룰루랄라 2 (12개) 1,habitnote702,31750105,https://cafe.naver.com/habitnote702,10,강아지 눈 영양제 성분과 눈물자국 백내장 고르는 기준,,자유게시판,1,0,0,2026-07-02 14:08,https://cafe.naver.com/ca-fe/cafes/31750105/articles/10
룰루랄라 2 (12개) 1,habitnote702,31750105,https://cafe.naver.com/habitnote702,9,웨딩링 소재와 두께 호수 각인까지 고르는 기준,,자유게시판,2,0,0,2026-07-02 14:08,https://cafe.naver.com/ca-fe/cafes/31750105/articles/9
룰루랄라 2 (12개) 1,habitnote702,31750105,https://cafe.naver.com/habitnote702,8,"예물반지 뜻과 품목, 예산 배분과 고르는 기준",,자유게시판,1,0,0,2026-07-02 14:07,https://cafe.naver.com/ca-fe/cafes/31750105/articles/8
룰루랄라 2 (12개) 1,habitnote702,31750105,https://cafe.naver.com/habitnote702,7,"종로예물 가격과 백화점 비교, 반지 맞추는 기준",,자유게시판,1,0,0,2026-07-02 14:06,https://cafe.naver.com/ca-fe/cafes/31750105/articles/7
룰루랄라 2 (12개) 1,habitnote702,31750105,https://cafe.naver.com/habitnote702,6,"랩다이아 반지 예물로 괜찮을까, 세팅과 양가 설득까지",,자유게시판,0,0,0,2026-07-02 14:06,https://cafe.naver.com/ca-fe/cafes/31750105/articles/6
룰루랄라 2 (12개) 1,habitnote702,31750105,https://cafe.naver.com/habitnote702,5,"프로포즈반지 준비 예산과 사이즈, 고르는 기준",,자유게시판,1,0,0,2026-07-02 14:05,https://cafe.naver.com/ca-fe/cafes/31750105/articles/5
룰루랄라 2 (12개) 1,habitnote702,31750105,https://cafe.naver.com/habitnote702,4,"5부 다이아반지 크기와 가격, 프로포즈용 고르는 기준",,자유게시판,1,0,0,2026-07-02 14:04,https://cafe.naver.com/ca-fe/cafes/31750105/articles/4
룰루랄라 2 (12개) 1,habitnote702,31750105,https://cafe.naver.com/habitnote702,2,건강 습관 왜 자꾸 실패할까 무리 없는 생활 루틴,,자유게시판,0,0,0,2026-07-02 10:22,https://cafe.naver.com/ca-fe/cafes/31750105/articles/2
룰루랄라 2 (12개) 1,habitnote702,31750105,https://cafe.naver.com/habitnote702,1,건강 습관노트 카페를 시작합니다.,,자유게시판,0,0,0,2026-07-02 00:11,https://cafe.naver.com/ca-fe/cafes/31750105/articles/1
실눈캐,infomadang702,31750108,https://cafe.naver.com/infomadang702,12,"알파CD 두 달 먹어본 후기, 지방 흡착 원리와 섭취법 조합까지",,자유게시판,3,0,0,2026-07-02 13:48,https://cafe.naver.com/ca-fe/cafes/31750108/articles/12
실눈캐,infomadang702,31750108,https://cafe.naver.com/infomadang702,11,"파운다요 알아본 후기, 오포글리프론 효과 가격과 위고비필 비교까지",,자유게시판,3,0,0,2026-07-02 13:47,https://cafe.naver.com/ca-fe/cafes/31750108/articles/11
실눈캐,infomadang702,31750108,https://cafe.naver.com/infomadang702,10,"마운자로 요요 겪은 후기, 중단 후 재증가 원인과 유지 전략까지",,자유게시판,1,0,0,2026-07-02 13:45,https://cafe.naver.com/ca-fe/cafes/31750108/articles/10
실눈캐,infomadang702,31750108,https://cafe.naver.com/infomadang702,9,"베르가못 3개월 먹어본 후기, 콜레스테롤 효능과 용량별 임상까지",,자유게시판,2,0,0,2026-07-02 13:45,https://cafe.naver.com/ca-fe/cafes/31750108/articles/9
실눈캐,infomadang702,31750108,https://cafe.naver.com/infomadang702,8,"위고비 알약 알아본 후기, 가짜 먹는 약 거르고 정품 복용법까지",,자유게시판,2,0,0,2026-07-02 13:44,https://cafe.naver.com/ca-fe/cafes/31750108/articles/8
실눈캐,infomadang702,31750108,https://cafe.naver.com/infomadang702,7,"먹는 위고비 알아본 후기, 주사와 감량 효과 가격 부작용 비교까지",,자유게시판,1,0,0,2026-07-02 13:43,https://cafe.naver.com/ca-fe/cafes/31750108/articles/7
실눈캐,infomadang702,31750108,https://cafe.naver.com/infomadang702,6,"시스템에어컨청소업체 3대 맡긴 후기, 대수별 비용과 way 구조 정리",,자유게시판,1,0,0,2026-07-02 13:42,https://cafe.naver.com/ca-fe/cafes/31750108/articles/6
실눈캐,infomadang702,31750108,https://cafe.naver.com/infomadang702,5,"에어컨청소업체 처음 불러본 후기, 벽걸이 스탠드 비용과 업체 고른 기준",,자유게시판,2,0,0,2026-07-02 13:42,https://cafe.naver.com/ca-fe/cafes/31750108/articles/5
실눈캐,infomadang702,31750108,https://cafe.naver.com/infomadang702,4,"쿼드쎄라 펜타 두 달 써본 후기, 티탄과 뭐가 다른지 5중 주파수 정리",,자유게시판,9,0,0,2026-07-02 13:41,https://cafe.naver.com/ca-fe/cafes/31750108/articles/4
실눈캐,infomadang702,31750108,https://cafe.naver.com/infomadang702,3,"인천 웨딩홀 발품 후기, 식대 대관료 보증인원 실제 견적까지",,자유게시판,5,0,0,2026-07-02 13:39,https://cafe.naver.com/ca-fe/cafes/31750108/articles/3
실눈캐,infomadang702,31750108,https://cafe.naver.com/infomadang702,1,생활 정보마당 카페를 시작합니다.,,자유게시판,0,0,0,2026-07-02 00:12,https://cafe.naver.com/ca-fe/cafes/31750108/articles/1
햄부기,talkmadang702,31750104,https://cafe.naver.com/talkmadang702,12,"SAT학원 선택 후기, 디지털 시험 대비와 학원 종류 그리고 비용까지",,자유게시판,1,0,0,2026-07-02 13:55,https://cafe.naver.com/ca-fe/cafes/31750104/articles/12
햄부기,talkmadang702,31750104,https://cafe.naver.com/talkmadang702,11,"음식물분쇄기 설치 후기, 불법 논란과 합법 기준 그리고 인증 확인법",,자유게시판,0,0,0,2026-07-02 13:54,https://cafe.naver.com/ca-fe/cafes/31750104/articles/11
햄부기,talkmadang702,31750104,https://cafe.naver.com/talkmadang702,10,"음식물처리기 1년 사용 후기, 방식 비교와 전기료 그리고 냄새까지",,자유게시판,1,0,0,2026-07-02 13:54,https://cafe.naver.com/ca-fe/cafes/31750104/articles/10
햄부기,talkmadang702,31750104,https://cafe.naver.com/talkmadang702,9,"조문 답례품 준비 후기, 종류와 가격 그리고 답례 시기까지",,자유게시판,2,0,0,2026-07-02 13:54,https://cafe.naver.com/ca-fe/cafes/31750104/articles/9
햄부기,talkmadang702,31750104,https://cafe.naver.com/talkmadang702,8,"올리브오일 고르는 기준, 산도와 성분 그리고 발연점까지 실사용 후기",,자유게시판,1,0,0,2026-07-02 13:53,https://cafe.naver.com/ca-fe/cafes/31750104/articles/8
햄부기,talkmadang702,31750104,https://cafe.naver.com/talkmadang702,7,"족저근막염 깔창 3개월 후기, 종류별 효과와 아치 지지 신발 매칭까지",,자유게시판,5,0,0,2026-07-02 13:52,https://cafe.naver.com/ca-fe/cafes/31750104/articles/7
햄부기,talkmadang702,31750104,https://cafe.naver.com/talkmadang702,6,"거북목교정기 4개월 후기, 종류별 효과와 각도 부담 그리고 한계",,자유게시판,0,0,0,2026-07-02 13:52,https://cafe.naver.com/ca-fe/cafes/31750104/articles/6
햄부기,talkmadang702,31750104,https://cafe.naver.com/talkmadang702,5,"무지외반증 교정기 6개월 착용 후기, 교정 효과와 야간부목 종류까지",,자유게시판,3,0,0,2026-07-02 13:51,https://cafe.naver.com/ca-fe/cafes/31750104/articles/5
햄부기,talkmadang702,31750104,https://cafe.naver.com/talkmadang702,4,"LDM 디바이스 10회 시술 후기, 효과와 통증 그리고 명현현상",,자유게시판,1,0,0,2026-07-02 13:51,https://cafe.naver.com/ca-fe/cafes/31750104/articles/4
햄부기,talkmadang702,31750104,https://cafe.naver.com/talkmadang702,3,"두유제조기 3개월 실사용 소음과 세척, 용량 후기",,자유게시판,1,0,0,2026-07-02 13:50,https://cafe.naver.com/ca-fe/cafes/31750104/articles/3
햄부기,talkmadang702,31750104,https://cafe.naver.com/talkmadang702,1,일상 소통마당 카페를 시작합니다.,,자유게시판,2,0,0,2026-07-02 00:11,https://cafe.naver.com/ca-fe/cafes/31750104/articles/1
